Task,Variant,Group,Tool,File1,File2,Score
T2_BubbleSort,_clang_O2,gemini,radiff2,1_clang_O2,3_clang_O2,0.949
T2_BubbleSort,_clang_O2,gemini,radiff2,1_clang_O2,4_clang_O2,0.969
T2_BubbleSort,_clang_O2,gemini,radiff2,1_clang_O2,5_clang_O2,0.968
T2_BubbleSort,_clang_O2,gemini,radiff2,2_clang_O2,3_clang_O2,0.953
T2_BubbleSort,_clang_O2,gemini,radiff2,2_clang_O2,4_clang_O2,0.966
T2_BubbleSort,_clang_O2,gemini,radiff2,2_clang_O2,5_clang_O2,0.959
T2_BubbleSort,_clang_O2,gemini,radiff2,3_clang_O2,4_clang_O2,0.961
T2_BubbleSort,_clang_O2,gemini,radiff2,3_clang_O2,5_clang_O2,0.947
T2_BubbleSort,_clang_O2,gemini,radiff2,4_clang_O2,5_clang_O2,0.962
T2_BubbleSort,_O3,human,ssdeep,1_O3,2_O3,0
T2_BubbleSort,_O3,human,ssdeep,1_O3,3_O3,57
T2_BubbleSort,_O3,human,ssdeep,1_O3,4_O3,0
T2_BubbleSort,_O3,human,ssdeep,1_O3,5_O3,0
T2_BubbleSort,_O3,human,ssdeep,2_O3,3_O3,0
T2_BubbleSort,_O3,human,ssdeep,2_O3,4_O3,0
T2_BubbleSort,_O3,human,ssdeep,2_O3,5_O3,0
T2_BubbleSort,_O3,human,ssdeep,3_O3,4_O3,0
T2_BubbleSort,_O3,human,ssdeep,3_O3,5_O3,0
T2_BubbleSort,_O3,human,ssdeep,4_O3,5_O3,0
T2_BubbleSort,_O3,human,sdhash,4_O3,1_O3,021
T2_BubbleSort,_O3,human,sdhash,1_O3,5_O3,021
T2_BubbleSort,_O3,human,sdhash,4_O3,5_O3,019
T2_BubbleSort,_O3,human,sdhash,3_O3,2_O3,018
T2_BubbleSort,_O3,human,sdhash,3_O3,4_O3,018
T2_BubbleSort,_O3,human,sdhash,3_O3,1_O3,073
T2_BubbleSort,_O3,human,sdhash,3_O3,5_O3,021
T2_BubbleSort,_O3,human,sdhash,2_O3,4_O3,026
T2_BubbleSort,_O3,human,sdhash,2_O3,1_O3,022
T2_BubbleSort,_O3,human,sdhash,2_O3,5_O3,016
T2_BubbleSort,_O3,human,radiff2,1_O3,2_O3,0.949
T2_BubbleSort,_O3,human,radiff2,1_O3,3_O3,0.945
T2_BubbleSort,_O3,human,radiff2,1_O3,4_O3,0.957
T2_BubbleSort,_O3,human,radiff2,1_O3,5_O3,0.965
T2_BubbleSort,_O3,human,radiff2,2_O3,3_O3,0.925
T2_BubbleSort,_O3,human,radiff2,2_O3,4_O3,0.943
T2_BubbleSort,_O3,human,radiff2,2_O3,5_O3,0.941
T2_BubbleSort,_O3,human,radiff2,3_O3,4_O3,0.923
T2_BubbleSort,_O3,human,radiff2,3_O3,5_O3,0.929
T2_BubbleSort,_O3,human,radiff2,4_O3,5_O3,0.941
T2_BubbleSort,_O3,gemini,ssdeep,1_O3,2_O3,55
T2_BubbleSort,_O3,gemini,ssdeep,1_O3,3_O3,47
T2_BubbleSort,_O3,gemini,ssdeep,1_O3,4_O3,41
T2_BubbleSort,_O3,gemini,ssdeep,1_O3,5_O3,55
T2_BubbleSort,_O3,gemini,ssdeep,2_O3,3_O3,47
T2_BubbleSort,_O3,gemini,ssdeep,2_O3,4_O3,44
T2_BubbleSort,_O3,gemini,ssdeep,2_O3,5_O3,57
T2_BubbleSort,_O3,gemini,ssdeep,3_O3,4_O3,43
T2_BubbleSort,_O3,gemini,ssdeep,3_O3,5_O3,44
T2_BubbleSort,_O3,gemini,ssdeep,4_O3,5_O3,55
T2_BubbleSort,_O3,gemini,sdhash,4_O3,5_O3,067
T2_BubbleSort,_O3,gemini,sdhash,1_O3,2_O3,064
T2_BubbleSort,_O3,gemini,sdhash,3_O3,4_O3,068
T2_BubbleSort,_O3,gemini,sdhash,1_O3,3_O3,065
T2_BubbleSort,_O3,gemini,sdhash,3_O3,5_O3,064
T2_BubbleSort,_O3,gemini,sdhash,1_O3,4_O3,067
T2_BubbleSort,_O3,gemini,sdhash,1_O3,5_O3,065
T2_BubbleSort,_O3,gemini,sdhash,2_O3,3_O3,065
T2_BubbleSort,_O3,gemini,sdhash,2_O3,4_O3,065
T2_BubbleSort,_O3,gemini,sdhash,2_O3,5_O3,059
T2_BubbleSort,_O3,gemini,radiff2,1_O3,2_O3,0.971
T2_BubbleSort,_O3,gemini,radiff2,1_O3,3_O3,0.969
T2_BubbleSort,_O3,gemini,radiff2,1_O3,4_O3,0.97
T2_BubbleSort,_O3,gemini,radiff2,1_O3,5_O3,0.97
T2_BubbleSort,_O3,gemini,radiff2,2_O3,3_O3,0.972
T2_BubbleSort,_O3,gemini,radiff2,2_O3,4_O3,0.972
T2_BubbleSort,_O3,gemini,radiff2,2_O3,5_O3,0.966
T2_BubbleSort,_O3,gemini,radiff2,3_O3,4_O3,0.984
T2_BubbleSort,_O3,gemini,radiff2,3_O3,5_O3,0.968
T2_BubbleSort,_O3,gemini,radiff2,4_O3,5_O3,0.969
T2_BubbleSort,_cff,human,ssdeep,1_cff,2_cff,0
T2_BubbleSort,_cff,human,ssdeep,1_cff,3_cff,0
T2_BubbleSort,_cff,human,ssdeep,1_cff,4_cff,0
T2_BubbleSort,_cff,human,ssdeep,1_cff,5_cff,0
T2_BubbleSort,_cff,human,ssdeep,2_cff,3_cff,0
T2_BubbleSort,_cff,human,ssdeep,2_cff,4_cff,0
T2_BubbleSort,_cff,human,ssdeep,2_cff,5_cff,0
T2_BubbleSort,_cff,human,ssdeep,3_cff,4_cff,0
T2_BubbleSort,_cff,human,ssdeep,3_cff,5_cff,0
T2_BubbleSort,_cff,human,ssdeep,4_cff,5_cff,0
T2_BubbleSort,_cff,human,sdhash,2_cff,3_cff,015
T2_BubbleSort,_cff,human,sdhash,1_cff,5_cff,019
T2_BubbleSort,_cff,human,sdhash,4_cff,1_cff,022
T2_BubbleSort,_cff,human,sdhash,2_cff,4_cff,038
T2_BubbleSort,_cff,human,sdhash,4_cff,5_cff,021
T2_BubbleSort,_cff,human,sdhash,2_cff,1_cff,017
T2_BubbleSort,_cff,human,sdhash,2_cff,5_cff,019
T2_BubbleSort,_cff,human,sdhash,3_cff,4_cff,019
T2_BubbleSort,_cff,human,sdhash,3_cff,1_cff,059
T2_BubbleSort,_cff,human,sdhash,3_cff,5_cff,021
T2_BubbleSort,_cff,human,radiff2,1_cff,2_cff,0.923
T2_BubbleSort,_cff,human,radiff2,1_cff,3_cff,0.959
T2_BubbleSort,_cff,human,radiff2,1_cff,4_cff,0.938
T2_BubbleSort,_cff,human,radiff2,1_cff,5_cff,0.948
T2_BubbleSort,_cff,human,radiff2,2_cff,3_cff,0.924
T2_BubbleSort,_cff,human,radiff2,2_cff,4_cff,0.929
T2_BubbleSort,_cff,human,radiff2,2_cff,5_cff,0.92
T2_BubbleSort,_cff,human,radiff2,3_cff,4_cff,0.94
T2_BubbleSort,_cff,human,radiff2,3_cff,5_cff,0.941
T2_BubbleSort,_cff,human,radiff2,4_cff,5_cff,0.927
T2_BubbleSort,_cff,gemini,ssdeep,1_cff,2_cff,0
T2_BubbleSort,_cff,gemini,ssdeep,1_cff,3_cff,0
T2_BubbleSort,_cff,gemini,ssdeep,1_cff,4_cff,0
T2_BubbleSort,_cff,gemini,ssdeep,1_cff,5_cff,0
T2_BubbleSort,_cff,gemini,ssdeep,2_cff,3_cff,0
T2_BubbleSort,_cff,gemini,ssdeep,2_cff,4_cff,0
T2_BubbleSort,_cff,gemini,ssdeep,2_cff,5_cff,0
T2_BubbleSort,_cff,gemini,ssdeep,3_cff,4_cff,0
T2_BubbleSort,_cff,gemini,ssdeep,3_cff,5_cff,0
T2_BubbleSort,_cff,gemini,ssdeep,4_cff,5_cff,0
T2_BubbleSort,_cff,gemini,sdhash,1_cff,5_cff,047
T2_BubbleSort,_cff,gemini,sdhash,3_cff,1_cff,051
T2_BubbleSort,_cff,gemini,sdhash,2_cff,4_cff,045
T2_BubbleSort,_cff,gemini,sdhash,3_cff,5_cff,050
T2_BubbleSort,_cff,gemini,sdhash,2_cff,3_cff,052
T2_BubbleSort,_cff,gemini,sdhash,2_cff,1_cff,057
T2_BubbleSort,_cff,gemini,sdhash,2_cff,5_cff,045
T2_BubbleSort,_cff,gemini,sdhash,4_cff,3_cff,051
T2_BubbleSort,_cff,gemini,sdhash,4_cff,1_cff,046
T2_BubbleSort,_cff,gemini,sdhash,4_cff,5_cff,042
T2_BubbleSort,_cff,gemini,radiff2,1_cff,2_cff,0.945
T2_BubbleSort,_cff,gemini,radiff2,1_cff,3_cff,0.945
T2_BubbleSort,_cff,gemini,radiff2,1_cff,4_cff,0.941
T2_BubbleSort,_cff,gemini,radiff2,1_cff,5_cff,0.935
T2_BubbleSort,_cff,gemini,radiff2,2_cff,3_cff,0.947
T2_BubbleSort,_cff,gemini,radiff2,2_cff,4_cff,0.943
T2_BubbleSort,_cff,gemini,radiff2,2_cff,5_cff,0.928
T2_BubbleSort,_cff,gemini,radiff2,3_cff,4_cff,0.947
T2_BubbleSort,_cff,gemini,radiff2,3_cff,5_cff,0.928
T2_BubbleSort,_cff,gemini,radiff2,4_cff,5_cff,0.942
T2_BubbleSort,_elit,human,ssdeep,1_elit,2_elit,0
T2_BubbleSort,_elit,human,ssdeep,1_elit,3_elit,0
T2_BubbleSort,_elit,human,ssdeep,1_elit,4_elit,0
T2_BubbleSort,_elit,human,ssdeep,1_elit,5_elit,0
T2_BubbleSort,_elit,human,ssdeep,2_elit,3_elit,0
T2_BubbleSort,_elit,human,ssdeep,2_elit,4_elit,0
T2_BubbleSort,_elit,human,ssdeep,2_elit,5_elit,0
T2_BubbleSort,_elit,human,ssdeep,3_elit,4_elit,0
T2_BubbleSort,_elit,human,ssdeep,3_elit,5_elit,0
T2_BubbleSort,_elit,human,ssdeep,4_elit,5_elit,0
T2_BubbleSort,_elit,human,sdhash,1_elit,5_elit,034
T2_BubbleSort,_elit,human,sdhash,3_elit,4_elit,013
T2_BubbleSort,_elit,human,sdhash,2_elit,1_elit,026
T2_BubbleSort,_elit,human,sdhash,3_elit,2_elit,030
T2_BubbleSort,_elit,human,sdhash,2_elit,5_elit,024
T2_BubbleSort,_elit,human,sdhash,3_elit,1_elit,037
T2_BubbleSort,_elit,human,sdhash,3_elit,5_elit,032
T2_BubbleSort,_elit,human,sdhash,4_elit,2_elit,006
T2_BubbleSort,_elit,human,sdhash,4_elit,1_elit,011
T2_BubbleSort,_elit,human,sdhash,4_elit,5_elit,010
T2_BubbleSort,_elit,human,radiff2,1_elit,2_elit,0.853
T2_BubbleSort,_elit,human,radiff2,1_elit,3_elit,0.894
T2_BubbleSort,_elit,human,radiff2,1_elit,4_elit,0.888
T2_BubbleSort,_elit,human,radiff2,1_elit,5_elit,0.924
T2_BubbleSort,_elit,human,radiff2,2_elit,3_elit,0.844
T2_BubbleSort,_elit,human,radiff2,2_elit,4_elit,0.834
T2_BubbleSort,_elit,human,radiff2,2_elit,5_elit,0.853
T2_BubbleSort,_elit,human,radiff2,3_elit,4_elit,0.878
T2_BubbleSort,_elit,human,radiff2,3_elit,5_elit,0.894
T2_BubbleSort,_elit,human,radiff2,4_elit,5_elit,0.887
T2_BubbleSort,_elit,gemini,ssdeep,1_elit,2_elit,0
T2_BubbleSort,_elit,gemini,ssdeep,1_elit,3_elit,0
T2_BubbleSort,_elit,gemini,ssdeep,1_elit,4_elit,0
T2_BubbleSort,_elit,gemini,ssdeep,1_elit,5_elit,0
T2_BubbleSort,_elit,gemini,ssdeep,2_elit,3_elit,0
T2_BubbleSort,_elit,gemini,ssdeep,2_elit,4_elit,0
T2_BubbleSort,_elit,gemini,ssdeep,2_elit,5_elit,0
T2_BubbleSort,_elit,gemini,ssdeep,3_elit,4_elit,0
T2_BubbleSort,_elit,gemini,ssdeep,3_elit,5_elit,0
T2_BubbleSort,_elit,gemini,ssdeep,4_elit,5_elit,0
T2_BubbleSort,_elit,gemini,sdhash,3_elit,5_elit,037
T2_BubbleSort,_elit,gemini,sdhash,4_elit,3_elit,037
T2_BubbleSort,_elit,gemini,sdhash,1_elit,2_elit,050
T2_BubbleSort,_elit,gemini,sdhash,4_elit,5_elit,041
T2_BubbleSort,_elit,gemini,sdhash,1_elit,4_elit,050
T2_BubbleSort,_elit,gemini,sdhash,1_elit,3_elit,047
T2_BubbleSort,_elit,gemini,sdhash,1_elit,5_elit,051
T2_BubbleSort,_elit,gemini,sdhash,2_elit,4_elit,037
T2_BubbleSort,_elit,gemini,sdhash,2_elit,3_elit,045
T2_BubbleSort,_elit,gemini,sdhash,2_elit,5_elit,040
T2_BubbleSort,_elit,gemini,radiff2,1_elit,2_elit,0.838
T2_BubbleSort,_elit,gemini,radiff2,1_elit,3_elit,0.818
T2_BubbleSort,_elit,gemini,radiff2,1_elit,4_elit,0.868
T2_BubbleSort,_elit,gemini,radiff2,1_elit,5_elit,0.865
T2_BubbleSort,_elit,gemini,radiff2,2_elit,3_elit,0.861
T2_BubbleSort,_elit,gemini,radiff2,2_elit,4_elit,0.837
T2_BubbleSort,_elit,gemini,radiff2,2_elit,5_elit,0.826
T2_BubbleSort,_elit,gemini,radiff2,3_elit,4_elit,0.867
T2_BubbleSort,_elit,gemini,radiff2,3_elit,5_elit,0.837
T2_BubbleSort,_elit,gemini,radiff2,4_elit,5_elit,0.872
T2_BubbleSort,_stripped,human,ssdeep,1_stripped,2_stripped,0
T2_BubbleSort,_stripped,human,ssdeep,1_stripped,3_stripped,63
T2_BubbleSort,_stripped,human,ssdeep,1_stripped,4_stripped,0
T2_BubbleSort,_stripped,human,ssdeep,1_stripped,5_stripped,0
T2_BubbleSort,_stripped,human,ssdeep,2_stripped,3_stripped,0
T2_BubbleSort,_stripped,human,ssdeep,2_stripped,4_stripped,0
T2_BubbleSort,_stripped,human,ssdeep,2_stripped,5_stripped,0
T2_BubbleSort,_stripped,human,ssdeep,3_stripped,4_stripped,0
T2_BubbleSort,_stripped,human,ssdeep,3_stripped,5_stripped,0
T2_BubbleSort,_stripped,human,ssdeep,4_stripped,5_stripped,0
T2_BubbleSort,_stripped,human,sdhash,4_stripped,5_stripped,023
T2_BubbleSort,_stripped,human,sdhash,1_stripped,2_stripped,023
T2_BubbleSort,_stripped,human,sdhash,3_stripped,4_stripped,029
T2_BubbleSort,_stripped,human,sdhash,1_stripped,3_stripped,080
T2_BubbleSort,_stripped,human,sdhash,3_stripped,5_stripped,023
T2_BubbleSort,_stripped,human,sdhash,1_stripped,4_stripped,027
T2_BubbleSort,_stripped,human,sdhash,1_stripped,5_stripped,022
T2_BubbleSort,_stripped,human,sdhash,2_stripped,3_stripped,022
T2_BubbleSort,_stripped,human,sdhash,2_stripped,4_stripped,036
T2_BubbleSort,_stripped,human,sdhash,2_stripped,5_stripped,023
T2_BubbleSort,_stripped,human,radiff2,1_stripped,2_stripped,0.951
T2_BubbleSort,_stripped,human,radiff2,1_stripped,3_stripped,0.981
T2_BubbleSort,_stripped,human,radiff2,1_stripped,4_stripped,0.958
T2_BubbleSort,_stripped,human,radiff2,1_stripped,5_stripped,0.965
T2_BubbleSort,_stripped,human,radiff2,2_stripped,3_stripped,0.952
T2_BubbleSort,_stripped,human,radiff2,2_stripped,4_stripped,0.946
T2_BubbleSort,_stripped,human,radiff2,2_stripped,5_stripped,0.944
T2_BubbleSort,_stripped,human,radiff2,3_stripped,4_stripped,0.952
T2_BubbleSort,_stripped,human,radiff2,3_stripped,5_stripped,0.964
T2_BubbleSort,_stripped,human,radiff2,4_stripped,5_stripped,0.942
T2_BubbleSort,_stripped,gemini,ssdeep,1_stripped,2_stripped,57
T2_BubbleSort,_stripped,gemini,ssdeep,1_stripped,3_stripped,54
T2_BubbleSort,_stripped,gemini,ssdeep,1_stripped,4_stripped,52
T2_BubbleSort,_stripped,gemini,ssdeep,1_stripped,5_stripped,55
T2_BubbleSort,_stripped,gemini,ssdeep,2_stripped,3_stripped,52
T2_BubbleSort,_stripped,gemini,ssdeep,2_stripped,4_stripped,50
T2_BubbleSort,_stripped,gemini,ssdeep,2_stripped,5_stripped,57
T2_BubbleSort,_stripped,gemini,ssdeep,3_stripped,4_stripped,50
T2_BubbleSort,_stripped,gemini,ssdeep,3_stripped,5_stripped,49
T2_BubbleSort,_stripped,gemini,ssdeep,4_stripped,5_stripped,50
T2_BubbleSort,_stripped,gemini,sdhash,4_stripped,3_stripped,072
T2_BubbleSort,_stripped,gemini,sdhash,2_stripped,1_stripped,065
T2_BubbleSort,_stripped,gemini,sdhash,3_stripped,5_stripped,068
T2_BubbleSort,_stripped,gemini,sdhash,2_stripped,4_stripped,069
T2_BubbleSort,_stripped,gemini,sdhash,4_stripped,5_stripped,070
T2_BubbleSort,_stripped,gemini,sdhash,2_stripped,3_stripped,067
T2_BubbleSort,_stripped,gemini,sdhash,2_stripped,5_stripped,063
T2_BubbleSort,_stripped,gemini,sdhash,1_stripped,4_stripped,070
T2_BubbleSort,_stripped,gemini,sdhash,1_stripped,3_stripped,070
T2_BubbleSort,_stripped,gemini,sdhash,1_stripped,5_stripped,069
T2_BubbleSort,_stripped,gemini,radiff2,1_stripped,2_stripped,0.968
T2_BubbleSort,_stripped,gemini,radiff2,1_stripped,3_stripped,0.965
T2_BubbleSort,_stripped,gemini,radiff2,1_stripped,4_stripped,0.969
T2_BubbleSort,_stripped,gemini,radiff2,1_stripped,5_stripped,0.972
T2_BubbleSort,_stripped,gemini,radiff2,2_stripped,3_stripped,0.97
T2_BubbleSort,_stripped,gemini,radiff2,2_stripped,4_stripped,0.97
T2_BubbleSort,_stripped,gemini,radiff2,2_stripped,5_stripped,0.963
T2_BubbleSort,_stripped,gemini,radiff2,3_stripped,4_stripped,0.982
T2_BubbleSort,_stripped,gemini,radiff2,3_stripped,5_stripped,0.965
T2_BubbleSort,_stripped,gemini,radiff2,4_stripped,5_stripped,0.966
